视频类型,关联BV号,text,id,播放量,弹幕数,评论数,收藏数,投币数,分享数,点赞数,点踩数,子分区ID,UP主.x,UP主ID,视频链接,抓取小时,抓取时间,稿件发布时间,UP主.y,UP主ID.y,official_role,official_title,official_desc,official_type,if_state,mid,name,sex,data_follower,archive_count,like_num,condition
相关视频,BV1gVpqeuE1V,沙县 小吃 来头 快 编来 打卡,BV1MK4y1S7X1,55229,0,105,295,241,203,11078,0,社会,央视新闻,456664753.0,https://www.bilibili.com/video/BV1MK4y1S7X1/,1182,2024-09-07 21:53,2021-03-24 09:25:57,央视新闻,456664753.0,5.0,央视新闻官方账号,,1.0,1,456664753.0,央视新闻,保密,19550189,7442,351768520,单个自制视频总播放数>=100万
相关视频,BV1G1421t7RK,舒服 外交部 高能 名 场面 混剪,BV1tY411p7u3,9115504,16119,4033,295596,481517,64751,996348,0,热点,新华社,473837611.0,https://www.bilibili.com/video/BV1tY411p7u3/,329,2024-08-03 08:53,2021-12-29 03:52:46,新华社,473837611.0,5.0,新华社官方账号,,1.0,1,473837611.0,新华社,保密,16689285,5404,213681222,
相关视频,BV1Q9tweQEPZ,判 网红 卖货 圈套 揭开 主播 三农,BV11t42137iG,1837634,3651,4694,8382,7505,5993,270975,0,三农,央视农业,1343321779.0,https://www.bilibili.com/video/BV11t42137iG/,1303,2024-09-12 22:53,2024-03-27 12:08:37,央视农业,1343321779.0,5.0,CCTV-17农业农村频道新闻部官方账号,,1.0,1,1343321779.0,央视农业,保密,2766598,1246,73397979,单个自制视频总播放数>=100万
相关视频,BV1Ty411q7vu,老人 洒水车 跑步 喷洒 官方 回应 洒水车 司机 停职,BV1DW42197An,244461,62,365,130,26,61,6311,0,综合,环球网,483787858.0,https://www.bilibili.com/video/BV1DW42197An/,560,2024-08-12 23:53,2024-08-13 07:11:26,环球网,483787858.0,5.0,环球网官方账号,,1.0,1,483787858.0,环球网,保密,1421269,30048,210348227,单个自制视频总播放数>=100万
相关视频,BV1TU4YeeEsu,全球 首例 无人化 垂直 植物 工厂 流浪 地球 蚯蚓 主播 三农,BV1dH4y1C7nQ,868445,3630,4646,11749,11682,8210,127714,0,综合,央视农业,1343321779.0,https://www.bilibili.com/video/BV1dH4y1C7nQ/,1222,2024-09-09 13:53,2023-12-05 14:48:46,央视农业,1343321779.0,5.0,CCTV-17农业农村频道新闻部官方账号,,1.0,1,1343321779.0,央视农业,保密,2766598,1246,73397979,单个自制视频总播放数>=100万
相关视频,BV14x4y14754,文秀 五年 忘记,BV1Xm421V7nf,414113,2051,701,5858,8040,573,161543,0,热点,新华社,473837611.0,https://www.bilibili.com/video/BV1Xm421V7nf/,268,2024-07-31 19:53,2024-06-17 03:24:40,新华社,473837611.0,5.0,新华社官方账号,,1.0,1,473837611.0,新华社,保密,16689285,5404,213681222,
相关视频,BV1o2mEYgExJ,身患 重病 坚持 工作 党 干部 人民 公仆,BV1Zb4y1o7ss,100747,94,272,698,679,234,22291,0,社会,央视新闻,456664753.0,https://www.bilibili.com/video/BV1Zb4y1o7ss/,258,2024-10-15 11:53,2021-05-30 13:16:12,央视新闻,456664753.0,5.0,央视新闻官方账号,,1.0,1,456664753.0,央视新闻,保密,19557420,7446,351921617,单个自制视频总播放数>=100万
相关视频,BV1oU411U7Dr,突发 哈马斯 领导人 遇袭 身亡,BV16w4m1k7Q4,861352,1974,3524,3047,581,8675,57061,0,热点,新华社,473837611.0,https://www.bilibili.com/video/BV16w4m1k7Q4/,255,2024-07-31 06:53,2024-07-31 03:44:35,新华社,473837611.0,5.0,新华社官方账号,,1.0,1,473837611.0,新华社,保密,16689285,5404,213681222,
相关视频,BV1Z3p3eyESy,人大代表 建议 代孕 入 刑法 支持,BV1VK4y1D7tj,374276,3812,1828,2141,5736,663,50314,0,热点,中新视频,104092224.0,https://www.bilibili.com/video/BV1VK4y1D7tj/,1184,2024-09-07 23:53,2021-03-04 09:44:59,中新视频,104092224.0,5.0,中国新闻社官方账号,,1.0,1,104092224.0,中新视频,保密,287804,18683,40596847,单个自制视频总播放数>=100万
相关视频,BV1KW42197ua,武契奇 收到 俄方 警告 政变 正在 酝酿,BV1QW42197iA,76236,21,263,256,21,221,8140,0,社会,环球网,483787858.0,https://www.bilibili.com/video/BV1QW42197iA/,491,2024-08-10 02:53,2024-08-10 09:18:10,环球网,483787858.0,5.0,环球网官方账号,,1.0,1,483787858.0,环球网,保密,1421269,30048,210348227,单个自制视频总播放数>=100万
相关视频,BV1SU411U7rv,七战 奥运 老将 波尔 退役,BV1pw4m1k7LY,764331,681,1087,4606,2818,1311,144694,0,竞技体育,央视新闻,456664753.0,https://www.bilibili.com/video/BV1pw4m1k7LY/,462,2024-08-08 21:53,2024-08-07 11:12:31,央视新闻,456664753.0,5.0,央视新闻官方账号,,1.0,1,456664753.0,央视新闻,保密,19538939,7435,351374038,单个自制视频总播放数>=100万
相关视频,BV1FM4m1Y72P,上天 上车 饺子 下车 面,BV1pm4y1i7Rc,1137224,1748,1891,4005,5318,705,153755,0,三农,央视农业,1343321779.0,https://www.bilibili.com/video/BV1pm4y1i7Rc/,808,2024-08-23 07:53,2023-06-04 14:52:14,央视农业,1343321779.0,5.0,CCTV-17农业农村频道新闻部官方账号,,1.0,1,1343321779.0,央视农业,保密,2766598,1246,73397979,单个自制视频总播放数>=100万
相关视频,BV1gr421M73D,当水 饮料,BV1Gh4y1f7Fv,3658988,5662,7120,8600,3987,1856,205649,0,科学科普,中国食品报融媒体,439478093.0,https://www.bilibili.com/video/BV1Gh4y1f7Fv/,489,2024-08-10 00:53,2023-07-14 09:04:55,中国食品报融媒体,439478093.0,5.0,中国食品报融媒体官方帐号,,1.0,1,439478093.0,中国食品报融媒体,保密,3800644,445,52536069,单个自制视频总播放数>=100万
相关视频,BV15w4m1k7BM,网络 近期 谣言 鉴定,BV1P1421i7gy,2765910,1920,2445,12614,10108,2606,244060,0,综合,央视新闻,456664753.0,https://www.bilibili.com/video/BV1P1421i7gy/,694,2024-08-18 13:53,2024-05-19 12:48:38,央视新闻,456664753.0,5.0,央视新闻官方账号,,1.0,1,456664753.0,央视新闻,保密,19550189,7442,351768520,单个自制视频总播放数>=100万
相关视频,BV1G1421t7RK,袁隆平 逝世 三周年 年轻人 一遍,BV1wn4y1o7u7,559766,2270,2332,29082,39249,3922,196856,0,热点,新华社,473837611.0,https://www.bilibili.com/video/BV1wn4y1o7u7/,329,2024-08-03 08:53,2024-05-21 23:00:00,新华社,473837611.0,5.0,新华社官方账号,,1.0,1,473837611.0,新华社,保密,16689285,5404,213681222,
相关视频,BV1wE421w7T3,外媒 质疑 潘展乐 奥运 成绩 美国 博主 怒斥 奥运会 耻辱,BV1LS42197Yp,197594,87,450,926,333,149,13582,0,竞技体育,中国日报,21778636.0,https://www.bilibili.com/video/BV1LS42197Yp/,342,2024-08-03 21:53,2024-08-04 03:06:30,中国日报,21778636.0,5.0,中国日报官方账号,,1.0,1,21778636.0,中国日报,保密,2885406,9252,73844920,单个自制视频总播放数>=100万
相关视频,BV1TU4YeeEsu,理解 集束 弹药 用于 人口稠密 地区 老挝 农田 仍受 影响,BV1414y1d7Wv,474873,495,1615,1713,2515,394,60895,0,三农,央视农业,1343321779.0,https://www.bilibili.com/video/BV1414y1d7Wv/,1222,2024-09-09 13:53,2023-07-14 10:49:44,央视农业,1343321779.0,5.0,CCTV-17农业农村频道新闻部官方账号,,1.0,1,1343321779.0,央视农业,保密,2766598,1246,73397979,单个自制视频总播放数>=100万
相关视频,BV1SVHQerE7p,球 惨败 日本 后国足 主帅 伊万 致歉 坚称 小组 第名 目标 不变,BV1ErH9ecEL6,131195,136,1419,208,10,89,3466,0,足球,环球网,483787858.0,https://www.bilibili.com/video/BV1ErH9ecEL6/,1128,2024-09-05 15:53,2024-09-06 13:27:54,环球网,483787858.0,5.0,环球网官方账号,,1.0,1,483787858.0,环球网,保密,1422102,30098,210818986,单个自制视频总播放数>=100万
相关视频,BV1G5xxeSECf,抗战 胜利 周年 分享 歌曲 恭喜 恭喜,BV1zJHneTEWt,108322,115,287,3920,2089,644,47606,0,人文历史,央视频,433587902.0,https://www.bilibili.com/video/BV1zJHneTEWt/,1676,2024-09-28 11:53,2024-09-03 02:20:47,央视频,433587902.0,5.0,央视频官方账号,,1.0,1,433587902.0,央视频,保密,3408954,8334,60954264,单个自制视频总播放数>=100万
相关视频,BV1JS42197xd,农业 摸底 实地 探访 鹅厂 肝主播 三农,BV1RT421k7k8,529859,1585,1195,2371,2466,1758,65292,0,综合,央视农业,1343321779.0,https://www.bilibili.com/video/BV1RT421k7k8/,270,2024-07-31 21:53,2024-07-19 04:32:18,央视农业,1343321779.0,5.0,CCTV-17农业农村频道新闻部官方账号,,1.0,1,1343321779.0,央视农业,保密,2764441,1244,73329829,单个自制视频总播放数>=100万
相关视频,BV1f4421Z7SG,张雨霏 换 中国,BV1Cr421K7ym,110361,12,252,171,2,24,2723,0,社会,白鹿视频,1262757505.0,https://www.bilibili.com/video/BV1Cr421K7ym/,609,2024-08-15 00:53,2024-08-15 02:19:32,白鹿视频,1262757505.0,5.0,陕西网新传媒有限公司官方账号,陕西网旗下白鹿视频,1.0,1,1262757505.0,白鹿视频,保密,39878,24995,25087811,
相关视频,BV12f421q7yE,台 风格 美 逼近 闽浙 货车 大风 吹 翻 巨浪 层层 叠 涌 拍岸,BV1yS411w746,46580,0,0,51,3,60,998,0,热点,青蜂侠-Bee,328271007.0,https://www.bilibili.com/video/BV1yS411w746/,281,2024-08-01 08:53,2024-07-25 08:38:41,青蜂侠-Bee,328271007.0,5.0,中国青年网短视频官方账号,,1.0,1,328271007.0,青蜂侠-Bee,保密,569715,20257,62545461,单个自制视频总播放数>=100万
相关视频,BV14x4y14754,台上 放着 外长 遗像 伊朗外交部 发言人 巴勒斯坦 支持 绝不 改变,BV1ri421S7YY,156002,34,105,700,298,77,25592,0,环球,新华社,473837611.0,https://www.bilibili.com/video/BV1ri421S7YY/,268,2024-07-31 19:53,2024-05-28 08:17:17,新华社,473837611.0,5.0,新华社官方账号,,1.0,1,473837611.0,新华社,保密,16689285,5404,213681222,
相关视频,BV1WYt4eVEX3,烦恼 忧愁 抽空 周深 首歌 心情 好好,BV1agtsenECQ,94357,1161,1127,6770,14895,1292,22169,0,音乐现场,人民日报,1131457022.0,https://www.bilibili.com/video/BV1agtsenECQ/,1378,2024-09-16 01:53,2024-09-16 14:19:52,人民日报,1131457022.0,5.0,人民日报官方账号,,1.0,1,1131457022.0,人民日报,保密,15230611,3045,157365028,单个自制视频总播放数>=100万
相关视频,BV14JxgecEUo,你家 猪 杀 科学 安全 杀猪 主播 三农,BV1Y4421c79t,255986,350,776,772,737,459,30881,0,综合,央视农业,1343321779.0,https://www.bilibili.com/video/BV1Y4421c79t/,1575,2024-09-24 06:53,2024-02-08 10:02:20,央视农业,1343321779.0,5.0,CCTV-17农业农村频道新闻部官方账号,,1.0,1,1343321779.0,央视农业,保密,2767418,1247,73437459,单个自制视频总播放数>=100万
相关视频,BV15RtSetEcg,五星 耀 东京 精气神 中国,BV1Q3411676P,193844,502,97,2833,4429,626,29802,0,热点,央视新闻,456664753.0,https://www.bilibili.com/video/BV1Q3411676P/,1492,2024-09-20 19:53,2021-08-03 03:54:02,央视新闻,456664753.0,5.0,央视新闻官方账号,,1.0,1,456664753.0,央视新闻,保密,19554364,7443,351841688,单个自制视频总播放数>=100万
相关视频,BV1cT421r7EN,北京 冬奥会 谢谢 带给 惊喜 中国 冬奥 健儿 棒,BV1D341177ER,76555,12,73,712,579,188,12397,0,社会,央视新闻,456664753.0,https://www.bilibili.com/video/BV1D341177ER/,202,2024-07-29 01:53,2022-02-22 00:30:07,央视新闻,456664753.0,5.0,央视新闻官方账号,,1.0,1,456664753.0,央视新闻,保密,19538939,7435,351374038,单个自制视频总播放数>=100万
相关视频,BV1xtbceyE3c,网友 妈妈 刚 学会 网购 买 一箱 大闸蟹 网友 商家 良心 活,BV1KHtpeKEJo,6922,7,27,17,4,26,489,0,日常,东方今报,493260599.0,https://www.bilibili.com/video/BV1KHtpeKEJo/,1447,2024-09-18 22:53,2024-09-19 10:06:04,东方今报,493260599.0,5.0,东方今报社官方账号,,1.0,1,493260599.0,东方今报,保密,192374,20903,79740083,单个自制视频总播放数>=100万
相关视频,BV1iUxve7EzJ,以色列 拉黑 联合国 秘书长 国 表态 俄罗斯 回应 亮,BV132xQe9EC8,114827,256,280,494,110,335,5656,0,热点,新华网,488055582.0,https://www.bilibili.com/video/BV132xQe9EC8/,1752,2024-10-01 15:53,2024-10-03 08:29:31,新华网,488055582.0,5.0,新华网官方账号,,1.0,1,488055582.0,新华网,保密,1267797,5266,36933905,
相关视频,BV1vT421z7BX,外卖 门店 骗 照门,BV1Hh4y1g7Ym,1075281,867,2883,2847,2542,3794,60182,0,科学科普,中国食品报融媒体,439478093.0,https://www.bilibili.com/video/BV1Hh4y1g7Ym/,966,2024-08-29 21:53,2023-06-26 10:04:25,中国食品报融媒体,439478093.0,5.0,中国食品报融媒体官方帐号,,1.0,1,439478093.0,中国食品报融媒体,保密,3805502,445,52587388,单个自制视频总播放数>=100万
相关视频,BV1Qz421i7JU,黑神话悟空 制作 冯骥 国风 免死 金牌 重要 好玩,BV1ez421i7Nu,215116,283,951,1328,1411,794,22192,0,单机游戏,新华网,488055582.0,https://www.bilibili.com/video/BV1ez421i7Nu/,718,2024-08-19 13:53,2024-08-19 06:59:05,新华网,488055582.0,5.0,新华网官方账号,,1.0,1,488055582.0,新华网,保密,1267222,5263,36903659,
相关视频,BV1AztQejEDJ,返工 坐车 十几个 警惕 经济舱 综合征 已有 身亡 主播 三农,BV1sr421p757,269257,301,1191,2442,1127,3910,39234,0,综合,央视农业,1343321779.0,https://www.bilibili.com/video/BV1sr421p757/,1439,2024-09-18 14:53,2024-02-24 13:36:40,央视农业,1343321779.0,5.0,CCTV-17农业农村频道新闻部官方账号,,1.0,1,1343321779.0,央视农业,保密,2767418,1247,73437459,单个自制视频总播放数>=100万
相关视频,BV1uEC2Y8E4k,好评 遗忘 角落 穷苦 终于 死神 赛跑 机会,BV1aDC2YqErq,22609,40,121,170,50,22,3715,0,社科·法律·心理,观察者网,10330740.0,https://www.bilibili.com/video/BV1aDC2YqErq/,326,2024-10-18 07:53,2024-10-18 10:50:00,观察者网,10330740.0,5.0,观察者网 官方账号,,1.0,1,10330740.0,观察者网,保密,7379254,18033,455949955,单个自制视频总播放数>=100万
相关视频,BV1vZ421K7zA,顾客 嫌 胖 东来 买 鸡肉 肥 很多 油 肉皮 中间 弄 下来 网友 东西 还整,BV1Q5pUeTEgK,76790,48,601,66,27,21,2838,0,社会,河南都市频道,577875634.0,https://www.bilibili.com/video/BV1Q5pUeTEgK/,885,2024-08-26 12:53,2024-08-19 09:08:59,河南都市频道,577875634.0,5.0,河南广播电视台都市频道官方账号,,1.0,1,577875634.0,河南都市频道,男,57150,11449,12867684,单个自制视频总播放数>=10万
相关视频,BV1ex2rYFETb,主播 联播 送别 袁老 两粒 种子 要种 心田,BV1Jq4y1j7bb,219463,350,577,2386,3666,805,32353,0,热点,央视新闻,456664753.0,https://www.bilibili.com/video/BV1Jq4y1j7bb/,209,2024-10-13 10:53,2021-05-24 14:52:56,央视新闻,456664753.0,5.0,央视新闻官方账号,,1.0,1,456664753.0,央视新闻,保密,19557420,7446,351921617,单个自制视频总播放数>=100万
相关视频,BV1wZ421K7dU,理解 我国 禁止 进口 日本 福岛 十地 食品,BV12s4y167GT,464286,2175,3366,2831,6333,2217,84749,0,综合,央视农业,1343321779.0,https://www.bilibili.com/video/BV12s4y167GT/,248,2024-07-30 23:53,2023-07-07 14:57:24,央视农业,1343321779.0,5.0,CCTV-17农业农村频道新闻部官方账号,,1.0,1,1343321779.0,央视农业,保密,2764441,1244,73329829,单个自制视频总播放数>=100万
热门视频,,牛吃草 为啥 突然 停顿 原因 找到 主播 三农,BV15e4geyExW,237219,269,561,912,651,289,30797,0,综合,央视农业,1343321779.0,https://www.bilibili.com/video/BV15e4geyExW/,1762,2024-10-02 01:53,2024-10-03 10:00:00,央视农业,1343321779.0,5.0,CCTV-17农业农村频道新闻部官方账号,,1.0,1,1343321779.0,央视农业,保密,2767418,1247,73437459,单个自制视频总播放数>=100万
相关视频,BV1PT421z7Xm,献血 献血 量 毫升 志愿 群发 急需 用血 求助 踢 血站 回应,BV1VS421Q7cM,221638,143,1876,697,296,667,10254,0,社会,四川观察,487614876.0,https://www.bilibili.com/video/BV1VS421Q7cM/,931,2024-08-28 10:53,2024-08-29 03:06:58,四川观察,487614876.0,5.0,四川广播电视台官方账号,,1.0,1,487614876.0,四川观察,保密,938678,10872,153107449,单个自制视频总播放数>=100万
相关视频,BV1AE421w72A,巴西 球员 受伤 对手 抱 下场 全场 观众 掌声雷动,BV1ex4y1s7RW,144013,164,332,1452,391,526,26588,0,竞技体育,环球时报,10303206.0,https://www.bilibili.com/video/BV1ex4y1s7RW/,377,2024-08-05 08:53,2024-08-05 03:44:49,环球时报,10303206.0,5.0,环球时报官方账号,,1.0,1,10303206.0,环球时报,保密,1858752,8411,33674542,所有自制视频总播放数>=100万
相关视频,BV1mf421v7am,破 世界纪录 夺冠 潘展乐 自由泳 摘金,BV1CE421w74E,158365,62,396,339,326,187,18437,0,热点,人民日报,1131457022.0,https://www.bilibili.com/video/BV1CE421w74E/,442,2024-08-08 01:53,2024-08-01 00:10:54,人民日报,1131457022.0,5.0,人民日报官方账号,,1.0,1,1131457022.0,人民日报,保密,15220715,3042,157267295,单个自制视频总播放数>=100万
相关视频,BV1mf421v7am,展示 潘展乐 晒 巴黎 奥运会 金牌,BV1Qw4m1k7uc,441238,419,444,1506,324,157,52458,0,热点,人民日报,1131457022.0,https://www.bilibili.com/video/BV1Qw4m1k7uc/,442,2024-08-08 01:53,2024-08-06 15:37:47,人民日报,1131457022.0,5.0,人民日报官方账号,,1.0,1,1131457022.0,人民日报,保密,15220715,3042,157267295,单个自制视频总播放数>=100万
相关视频,BV1rJ2VY8EEE,颜控们 有救 巴西 艺术家 创作 人脸 口罩,BV1gy4y167V3,419128,112,225,950,43,112,6830,0,环球,CGTN,569956690.0,https://www.bilibili.com/video/BV1gy4y167V3/,180,2024-10-12 05:53,2020-11-14 04:15:44,CGTN,569956690.0,5.0,CGTN中国国际电视台官方账号,,1.0,1,569956690.0,CGTN,男,833104,11674,15351970,所有自制视频总播放数>=100万
相关视频,BV1xb421J7mJ,台湾 特种部队 公开 表演 快反 射击 放心,BV1cJ411E7j7,12637836,27666,19663,44529,16952,44512,258189,0,热点,央视网,222103174.0,https://www.bilibili.com/video/BV1cJ411E7j7/,45,2024-07-22 12:53,2020-01-16 23:30:35,央视网,222103174.0,5.0,央视网官方账号,,1.0,1,222103174.0,央视网,保密,4421260,23041,180721583,单个自制视频总播放数>=100万
相关视频,BV1dRtQeNEex,镜头 转向 另一边 冬奥 冰雪 守望者,BV1K34y1172D,191621,275,209,521,737,118,31579,0,社会,央视新闻,456664753.0,https://www.bilibili.com/video/BV1K34y1172D/,1450,2024-09-19 01:53,2022-02-09 02:53:26,央视新闻,456664753.0,5.0,央视新闻官方账号,,1.0,1,456664753.0,央视新闻,保密,19554364,7443,351841688,单个自制视频总播放数>=100万
相关视频,BV1qb2VYWEwA,消防员 身体 成人 桥 转移 受困 群众,BV1ce411u7Xt,383126,470,471,2272,7073,681,61349,0,社会,央视新闻,456664753.0,https://www.bilibili.com/video/BV1ce411u7Xt/,152,2024-10-11 01:53,2022-09-08 14:04:24,央视新闻,456664753.0,5.0,央视新闻官方账号,,1.0,1,456664753.0,央视新闻,保密,19554364,7443,351841688,单个自制视频总播放数>=100万
相关视频,BV1cs2BYPEQQ,看着 黑人 少年 打砸抢 忍不住 劝说,BV1fK4y1x7ng,2785294,2346,6128,43117,29614,15105,123931,0,环球,人民网,33775467.0,https://www.bilibili.com/video/BV1fK4y1x7ng/,225,2024-10-14 02:53,2020-06-01 15:34:09,人民网,33775467.0,5.0,人民网官方账号,,1.0,1,33775467.0,人民网,保密,3643227,5696,64631509,
相关视频,BV1L1421t7GU,挽救 赛点 追分 中国队 逆转 日本队,BV1ks4y1K7w3,744289,384,610,3241,4892,1065,118809,0,竞技体育,人民日报,1131457022.0,https://www.bilibili.com/video/BV1ks4y1K7w3/,475,2024-08-09 10:53,2023-05-21 03:07:18,人民日报,1131457022.0,5.0,人民日报官方账号,,1.0,1,1131457022.0,人民日报,保密,15220715,3042,157267295,单个自制视频总播放数>=100万
相关视频,BV17T421z7JA,氪 嫌弃 中专 技校,BV14t4y1a78K,5543271,32991,25491,93269,87334,42288,268095,0,财经商业,36氪,90183256.0,https://www.bilibili.com/video/BV14t4y1a78K/,784,2024-08-22 07:53,2022-06-23 09:46:54,36氪,90183256.0,5.0,36氪官方账号,,1.0,1,90183256.0,36氪,保密,2406648,411,9233823,单个自制视频总播放数>=100万
相关视频,BV1arxbeZE6E,定 第九 批在 韩 志愿军 烈士 遗骸 回国,BV1EB4y157U6,105911,516,338,533,1668,277,26452,0,热点,央视频,433587902.0,https://www.bilibili.com/video/BV1EB4y157U6/,1694,2024-09-29 05:53,2022-08-26 06:34:24,央视频,433587902.0,5.0,央视频官方账号,,1.0,1,433587902.0,央视频,保密,3408954,8334,60954264,单个自制视频总播放数>=100万
相关视频,BV1wZ421K7dU,果农 拉 粘鸟 网恐 判刑 鸟 农之争 咋办,BV1CT411A76E,695697,3567,5712,2033,1568,642,87763,0,社会,央视农业,1343321779.0,https://www.bilibili.com/video/BV1CT411A76E/,248,2024-07-30 23:53,2022-08-15 12:26:20,央视农业,1343321779.0,5.0,CCTV-17农业农村频道新闻部官方账号,,1.0,1,1343321779.0,央视农业,保密,2764441,1244,73329829,单个自制视频总播放数>=100万
相关视频,BV12v4meBE8F,中秋 韩国 单人 家庭 占 比超,BV1Zu4oe7E1b,50061,138,842,199,18,355,3071,0,热点,央视网,222103174.0,https://www.bilibili.com/video/BV1Zu4oe7E1b/,1354,2024-09-15 01:53,2024-09-16 07:26:27,央视网,222103174.0,5.0,央视网官方账号,,1.0,1,222103174.0,央视网,保密,4424576,23056,180973571,单个自制视频总播放数>=100万
相关视频,BV1Vb421J7uh,全国 首例 沪 买 套房 跑 骗子 竟然 骗取 银行 房贷,BV1Ba4y1B7sV,3455747,6554,5055,6539,1224,7459,16764,0,社会,SMG案件聚焦,476854563.0,https://www.bilibili.com/video/BV1Ba4y1B7sV/,209,2024-07-29 08:53,2023-12-27 03:15:00,SMG案件聚焦,476854563.0,5.0,《案件聚焦》官方账号,,1.0,1,476854563.0,SMG案件聚焦,保密,50459,558,322155,
相关视频,BV1uE421w78D,拿出 豆包 那一刻 蚌埠 住,BV1ET4y1X7PR,5640444,64298,6918,24697,18662,9326,400355,0,社会,央视新闻,456664753.0,https://www.bilibili.com/video/BV1ET4y1X7PR/,149,2024-07-26 20:53,2022-02-09 08:17:58,央视新闻,456664753.0,5.0,央视新闻官方账号,,1.0,1,456664753.0,央视新闻,保密,19538939,7435,351374038,单个自制视频总播放数>=100万
相关视频,BV1kG4heJE3F,刘亦菲 美国 取消资格 最新 回应,BV17E46eTEdi,62857,170,873,102,114,86,2894,0,热点,长安街知事,630882981.0,https://www.bilibili.com/video/BV17E46eTEdi/,1237,2024-09-10 04:53,2024-09-11 07:41:20,长安街知事,630882981.0,5.0,长安街知事官方账号,,1.0,1,630882981.0,长安街知事,保密,211674,1291,5696098,所有自制视频总播放数>=100万
相关视频,BV1MTxLeyEqV,身家 亿 证券公司 董事长 疯狂 妻子 刀 破产 怀疑 娇妻 出轨 丈夫 缓刑 期间 威胁 同归于尽,BV18UxKeREiD,144406,121,960,430,29,385,2222,0,社会,四川观察,487614876.0,https://www.bilibili.com/video/BV18UxKeREiD/,1640,2024-09-26 23:53,2024-09-28 06:11:14,四川观察,487614876.0,5.0,四川广播电视台官方账号,,1.0,1,487614876.0,四川观察,保密,939183,10883,153387295,单个自制视频总播放数>=100万
相关视频,BV1KU411S7rq,西游 张扬 对话 黑神话悟空 制作 冯骥 踏上 取经 抵达 灵山 重要,BV1zy411e7Bd,930724,5547,4979,15593,39952,16347,93081,0,热点,新华社,473837611.0,https://www.bilibili.com/video/BV1zy411e7Bd/,716,2024-08-19 11:53,2024-08-19 06:06:13,新华社,473837611.0,5.0,新华社官方账号,,1.0,1,473837611.0,新华社,保密,16698094,5410,213795957,
相关视频,BV1Jb421J7cz,走 冠军 中国 没关系,BV1oP4y1A7Lm,2837727,200,1269,11188,1458,1137,130106,0,热点,环球网,483787858.0,https://www.bilibili.com/video/BV1oP4y1A7Lm/,530,2024-08-11 17:53,2022-02-08 06:06:27,环球网,483787858.0,5.0,环球网官方账号,,1.0,1,483787858.0,环球网,保密,1421269,30048,210348227,单个自制视频总播放数>=100万
相关视频,BV1ur421M7ya,谣言 必须 澄清,BV1hL4y177HD,10225201,816,96,27473,4943,5236,399370,0,搞笑,上海海洋大学,423391819.0,https://www.bilibili.com/video/BV1hL4y177HD/,511,2024-08-10 22:53,2022-03-28 04:57:20,上海海洋大学,423391819.0,6.0,上海海洋大学官方账号,,1.0,1,423391819.0,上海海洋大学,保密,48226,224,756994,所有自制视频总播放数>=100万
相关视频,BV1k2421Z77v,央视 农业 谈谈 激光炮,BV1jh4y1k7ji,845367,2684,2552,5604,6386,2469,134798,0,综合,央视农业,1343321779.0,https://www.bilibili.com/video/BV1jh4y1k7ji/,783,2024-08-22 06:53,2023-08-09 14:29:08,央视农业,1343321779.0,5.0,CCTV-17农业农村频道新闻部官方账号,,1.0,1,1343321779.0,央视农业,保密,2766598,1246,73397979,单个自制视频总播放数>=100万
相关视频,BV1cs2BYPEQQ,惊悚 洛杉矶 歌手 直播 脸部 突遭 枪击 倒下 咕哝 求助,BV1Jh41167DX,2152183,1101,1024,3417,209,911,21660,0,环球,青蜂侠-Bee,328271007.0,https://www.bilibili.com/video/BV1Jh41167DX/,225,2024-10-14 02:53,2021-07-12 01:47:39,青蜂侠-Bee,328271007.0,5.0,中国青年网短视频官方账号,,1.0,1,328271007.0,青蜂侠-Bee,保密,570278,20290,59352333,单个自制视频总播放数>=100万
相关视频,BV19f421e7Cc,暖意 融融 冬奥会 瞬间 温暖 人心,BV1Ki4y127Lz,350781,190,619,3425,1587,610,30014,0,热点,央视新闻,456664753.0,https://www.bilibili.com/video/BV1Ki4y127Lz/,1018,2024-09-01 01:53,2022-02-20 13:14:48,央视新闻,456664753.0,5.0,央视新闻官方账号,,1.0,1,456664753.0,央视新闻,保密,19550189,7442,351768520,单个自制视频总播放数>=100万
相关视频,BV1uE421w78D,我要 涮羊肉,BV1aa411C7rP,755564,1716,1719,3718,3393,1555,62401,0,社会,央视新闻,456664753.0,https://www.bilibili.com/video/BV1aa411C7rP/,149,2024-07-26 20:53,2022-02-18 05:02:31,央视新闻,456664753.0,5.0,央视新闻官方账号,,1.0,1,456664753.0,央视新闻,保密,19538939,7435,351374038,单个自制视频总播放数>=100万
相关视频,BV1HZ421N772,韩国 乒乓球 教练 赛后 哭泣 每次 遇到 中国队 输 多年,BV1j1421879i,580390,721,3558,1283,73,682,20822,0,竞技体育,环球网,483787858.0,https://www.bilibili.com/video/BV1j1421879i/,422,2024-08-07 05:53,2024-08-07 13:05:38,环球网,483787858.0,5.0,环球网官方账号,,1.0,1,483787858.0,环球网,保密,1421269,30048,210348227,单个自制视频总播放数>=100万
